source,country,bias,factual_reporting,press_freedom,media_type,popularity,mbfc_credibility_rating
yomiuri.co.jp,japan,right-center,high,moderate freedom,newspaper,high traffic,high credibility
times-georgian.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
tnonline.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
timeslive.co.za,south africa,right-center,mixed,mostly free,newspaper,high traffic,high credibility
thenationaldesk.com,usa,right-center,high,mostly free,tv station/website,medium traffic,high credibility
toledoblade.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
tovima.gr,greece,right-center,mixed,limited freedom,newspaper,high traffic,medium credibility
transparentcalifornia.com,usa,right-center,mixed,mostly free,organization/foundation,medium traffic,high credibility
tribunnews.com,indonesia,right-center,mixed,limited freedom,website,high traffic,medium credibility
troymessenger.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
tulsaworld.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
tylerpaper.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
unherd.com,united states,right-center,mixed,mostly free,website,high traffic,high credibility
valuewalk.com,usa,right-center,mixed,mostly free,website,medium traffic,high credibility
vancouversun.com,canada,right-center,high,mostly free,newspaper,high traffic,high credibility
vaticannews.va,italy (vatican city),right-center,high,moderate freedom,radio station/website,high traffic,high credibility
villages-news.com,usa,right-center,high,mostly free,website,medium traffic,high credibility
suncommercial.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
wabashplaindealer.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
wach.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wsj.com,usa,right-center,mixed,mostly free,newspaper,high traffic,high credibility
recordherald.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
thecentersquare.com,usa,right-center,mixed,mostly free,organization/foundation,medium traffic,high credibility
rep-am.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
foxbaltimore.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
abc3340.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wchstv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
abcnews4.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wcti12.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wcyb.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
foxlexington.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
weartv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wctrib.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
nbc25news.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
wfxl.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wgme.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
upnorthlive.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wgxa.tv,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
13wham.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
local21news.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
newschannel20.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
sungazette.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
news-herald.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
wnewsj.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
winchestersun.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
windsorstar.com,canada,right-center,high,mostly free,newspaper,medium traffic,high credibility
wjactv.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
turnto10.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wjla.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
dayton247now.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
local12.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
wlos.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
fox11online.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
mycbs4.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
nbc24.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
news4sanantonio.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
fox56.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
dglobe.com,usa,right-center,high,mostly free,newspaper,medium traffic,high credibility
wpde.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
cbs12.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
fox23maine.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wpgh53.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
mynbc15.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
dayton247now.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
foxrichmond.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
wsbt.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wset.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
cnycentral.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
fox28media.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wtov9.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
myfox28columbus.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
newschannel9.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
foxchattanooga.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
wtwc40.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
foxrochester.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
wutv29.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
wvah.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
wcyb.com,usa,right-center,high,mostly free,tv station,minimal traffic,high credibility
fox17.com,usa,right-center,high,mostly free,tv station,medium traffic,high credibility
xeniagazette.com,usa,right-center,high,mostly free,newspaper,minimal traffic,high credibility
yankeeinstitute.org,usa,right-center,high,mostly free,organization/foundation,minimal traffic,high credibility
yna.co.kr,south korea,right-center,mixed,mostly free,news agency,high traffic,high credibility
zebrafactcheck.com,usa,right-center,high,mostly free,website,minimal traffic,high credibility
2ndvote.com,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
abort73.com,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
academia.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
aim.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,low credibility
acton.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
ac2news.com,usa,right,mixed,mostly free,website,minimal traffic,medium credibility
aish.com,usa,right,mixed,mostly free,organization/foundation,medium traffic,medium credibility
albertapressleader.ca,canada,right,mixed,mostly free,website,minimal traffic,medium credibility
amac.us,usa,right,mixed,mostly free,organization/foundation,medium traffic,medium credibility
a1apac.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
americarisingpac.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
aclj.org,usa,right,mixed,mostly free,organization/foundation,medium traffic,medium credibility
americanconsequences.com,usa,right,mixed,mostly free,website,minimal traffic,low credibility
conservative.org,usa,right,mixed,mostly free,organization/foundation,medium traffic,medium credibility
aei.org,usa,right,mixed,mostly free,organization/foundation,medium traffic,medium credibility
americansforprosperity.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,low credibility
afpc.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
amgreatness.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
americanjournaldaily.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
alec.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
spectator.org,usa,right,mixed,mostly free,website,medium traffic,medium credibility
amimagazine.org,usa,right,mixed,mostly free,magazine,minimal traffic,medium credibility
ammoland.com,usa,right,mixed,mostly free,website,medium traffic,high credibility
aa.com.tr,turkey,right,mixed,limited freedom,news agency,high traffic,medium credibility
arizonadailyindependent.com,usa,right,mixed,mostly free,website,minimal traffic,medium credibility
armstrongeconomics.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
asianews.it,italy,right,mixed,moderate freedom,news agency,medium traffic,medium credibility
aina.org,usa,right,mixed,mostly free,website,minimal traffic,medium credibility
badgerinstitute.org,usa,right,mixed,mostly free,organization/foundation,minimal traffic,medium credibility
bearingarms.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
beliefnet.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
blabber.buzz,usa,right,mixed,mostly free,website,medium traffic,medium credibility
policetribune.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
boundingintocomics.com,usa,right,mixed,mostly free,website,medium traffic,medium credibility
brownstone.org,usa,right,mixed,mostly free,organization/foundation,medium traffic,medium credibility
c2cjournal.ca,canada,right,mixed,mostly free,magazine,minimal traffic,medium credibility
